사용일,호선,구분,역명,a
토요일,2호선,내선,성수E,0
토요일,2호선,외선,성수E,44
토요일,2호선,내선,성수E,0
토요일,2호선,외선,성수E,38
토요일,2호선,내선,성수E,0
토요일,2호선,외선,성수E,35
토요일,2호선,내선,성수E,0
토요일,2호선,외선,성수E,30
토요일,2호선,내선,성수E,0
토요일,2호선,외선,성수E,37
토요일,2호선,내선,성수E,0
토요일,2호선,외선,성수E,36
토요일,2호선,내선,성수E,0
토요일,2호선,외선,성수E,44
토요일,2호선,내선,성수E,0
토요일,2호선,외선,성수E,0
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,8
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,8
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,10
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,29
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,25
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,27
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,35
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,47
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,41
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,39
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,41
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,33
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,39
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,31
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,28
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,27
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,28
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,25
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,28
일요일,2호선,내선,성수E,0
일요일,2호선,외선,성수E,0
평일,2호선,내선,시청,19
평일,2호선,외선,시청,10
평일,2호선,내선,시청,25
평일,2호선,외선,시청,13
평일,2호선,내선,시청,49
평일,2호선,외선,시청,30
평일,2호선,내선,시청,94
평일,2호선,외선,시청,38
평일,2호선,내선,시청,48
평일,2호선,외선,시청,28
평일,2호선,내선,시청,36
평일,2호선,외선,시청,27
평일,2호선,내선,시청,43
평일,2호선,외선,시청,36
평일,2호선,내선,시청,41
평일,2호선,외선,시청,34
평일,2호선,내선,시청,45
평일,2호선,외선,시청,40
평일,2호선,내선,시청,42
평일,2호선,외선,시청,41
평일,2호선,내선,시청,44
평일,2호선,외선,시청,43
평일,2호선,내선,시청,44
평일,2호선,외선,시청,45
평일,2호선,내선,시청,46
평일,2호선,외선,시청,57
평일,2호선,내선,시청,53
평일,2호선,외선,시청,104
평일,2호선,내선,시청,39
평일,2호선,외선,시청,67
평일,2호선,내선,시청,26
평일,2호선,외선,시청,63
평일,2호선,내선,시청,39
평일,2호선,외선,시청,58
평일,2호선,내선,시청,42
평일,2호선,외선,시청,67
평일,2호선,내선,시청,36
평일,2호선,외선,시청,41
평일,2호선,내선,시청,10
평일,2호선,외선,시청,21
토요일,2호선,내선,시청,24
토요일,2호선,외선,시청,10
토요일,2호선,내선,시청,19
토요일,2호선,외선,시청,11
토요일,2호선,내선,시청,21
토요일,2호선,외선,시청,11
토요일,2호선,내선,시청,33
토요일,2호선,외선,시청,19
토요일,2호선,내선,시청,33
토요일,2호선,외선,시청,24
토요일,2호선,내선,시청,41
토요일,2호선,외선,시청,33
토요일,2호선,내선,시청,45
토요일,2호선,외선,시청,41
토요일,2호선,내선,시청,58
토요일,2호선,외선,시청,55
토요일,2호선,내선,시청,60
토요일,2호선,외선,시청,55
토요일,2호선,내선,시청,54
토요일,2호선,외선,시청,65
토요일,2호선,내선,시청,50
토요일,2호선,외선,시청,72
토요일,2호선,내선,시청,55
토요일,2호선,외선,시청,66
토요일,2호선,내선,시청,53
토요일,2호선,외선,시청,74
토요일,2호선,내선,시청,45
토요일,2호선,외선,시청,78
토요일,2호선,내선,시청,34
토요일,2호선,외선,시청,66
토요일,2호선,내선,시청,36
토요일,2호선,외선,시청,69
토요일,2호선,내선,시청,42
토요일,2호선,외선,시청,62
토요일,2호선,내선,시청,57
토요일,2호선,외선,시청,58
토요일,2호선,내선,시청,52
토요일,2호선,외선,시청,73
토요일,2호선,내선,시청,0
토요일,2호선,외선,시청,0
일요일,2호선,내선,시청,21
일요일,2호선,외선,시청,6
일요일,2호선,내선,시청,13
일요일,2호선,외선,시청,8
일요일,2호선,내선,시청,15
일요일,2호선,외선,시청,6
일요일,2호선,내선,시청,32
일요일,2호선,외선,시청,16
일요일,2호선,내선,시청,34
일요일,2호선,외선,시청,21
일요일,2호선,내선,시청,32
일요일,2호선,외선,시청,25
일요일,2호선,내선,시청,41
일요일,2호선,외선,시청,35
일요일,2호선,내선,시청,46
일요일,2호선,외선,시청,44
일요일,2호선,내선,시청,45
일요일,2호선,외선,시청,48
일요일,2호선,내선,시청,46
일요일,2호선,외선,시청,46
일요일,2호선,내선,시청,43
일요일,2호선,외선,시청,53
일요일,2호선,내선,시청,48
일요일,2호선,외선,시청,49
일요일,2호선,내선,시청,41
일요일,2호선,외선,시청,58
일요일,2호선,내선,시청,40
일요일,2호선,외선,시청,56
일요일,2호선,내선,시청,33
일요일,2호선,외선,시청,43
일요일,2호선,내선,시청,29
일요일,2호선,외선,시청,39
일요일,2호선,내선,시청,34
일요일,2호선,외선,시청,36
일요일,2호선,내선,시청,33
일요일,2호선,외선,시청,33
일요일,2호선,내선,시청,31
일요일,2호선,외선,시청,30
일요일,2호선,내선,시청,0
일요일,2호선,외선,시청,0
평일,2호선,내선,신당,18
평일,2호선,외선,신당,17
평일,2호선,내선,신당,25
평일,2호선,외선,신당,21
평일,2호선,내선,신당,37
평일,2호선,외선,신당,63
평일,2호선,내선,신당,71
평일,2호선,외선,신당,79
평일,2호선,내선,신당,37
평일,2호선,외선,신당,47
평일,2호선,내선,신당,30
평일,2호선,외선,신당,37
평일,2호선,내선,신당,36
평일,2호선,외선,신당,45
평일,2호선,내선,신당,40
평일,2호선,외선,신당,40
평일,2호선,내선,신당,44
평일,2호선,외선,신당,41
평일,2호선,내선,신당,45
평일,2호선,외선,신당,41
평일,2호선,내선,신당,48
평일,2호선,외선,신당,41
평일,2호선,내선,신당,50
평일,2호선,외선,신당,37
평일,2호선,내선,신당,57
평일,2호선,외선,신당,44
평일,2호선,내선,신당,68
평일,2호선,외선,신당,63
평일,2호선,내선,신당,52
평일,2호선,외선,신당,46
평일,2호선,내선,신당,33
평일,2호선,외선,신당,43
평일,2호선,내선,신당,44
평일,2호선,외선,신당,39
평일,2호선,내선,신당,48
평일,2호선,외선,신당,47
평일,2호선,내선,신당,41
평일,2호선,외선,신당,25
평일,2호선,내선,신당,14
평일,2호선,외선,신당,12
토요일,2호선,내선,신당,22
토요일,2호선,외선,신당,17
토요일,2호선,내선,신당,20
토요일,2호선,외선,신당,14
토요일,2호선,내선,신당,20
토요일,2호선,외선,신당,19
토요일,2호선,내선,신당,35
토요일,2호선,외선,신당,31
토요일,2호선,내선,신당,30
토요일,2호선,외선,신당,37
토요일,2호선,내선,신당,33
토요일,2호선,외선,신당,44
토요일,2호선,내선,신당,49
토요일,2호선,외선,신당,64
토요일,2호선,내선,신당,57
토요일,2호선,외선,신당,64
토요일,2호선,내선,신당,54
토요일,2호선,외선,신당,63
토요일,2호선,내선,신당,52
토요일,2호선,외선,신당,68
토요일,2호선,내선,신당,64
토요일,2호선,외선,신당,66
토요일,2호선,내선,신당,58
토요일,2호선,외선,신당,45
토요일,2호선,내선,신당,58
토요일,2호선,외선,신당,57
토요일,2호선,내선,신당,50
토요일,2호선,외선,신당,56
토요일,2호선,내선,신당,40
토요일,2호선,외선,신당,41
토요일,2호선,내선,신당,43
토요일,2호선,외선,신당,37
토요일,2호선,내선,신당,45
토요일,2호선,외선,신당,35
토요일,2호선,내선,신당,53
토요일,2호선,외선,신당,36
토요일,2호선,내선,신당,48
토요일,2호선,외선,신당,40
토요일,2호선,내선,신당,0
토요일,2호선,외선,신당,0
일요일,2호선,내선,신당,14
일요일,2호선,외선,신당,11
일요일,2호선,내선,신당,13
일요일,2호선,외선,신당,10
일요일,2호선,내선,신당,13
일요일,2호선,외선,신당,10
일요일,2호선,내선,신당,33
일요일,2호선,외선,신당,24
일요일,2호선,내선,신당,27
일요일,2호선,외선,신당,32
일요일,2호선,내선,신당,25
일요일,2호선,외선,신당,33
일요일,2호선,내선,신당,36
일요일,2호선,외선,신당,57
일요일,2호선,내선,신당,39
일요일,2호선,외선,신당,52
일요일,2호선,내선,신당,48
일요일,2호선,외선,신당,52
일요일,2호선,내선,신당,53
일요일,2호선,외선,신당,48
일요일,2호선,내선,신당,51
일요일,2호선,외선,신당,58
일요일,2호선,내선,신당,50
일요일,2호선,외선,신당,40
일요일,2호선,내선,신당,53
일요일,2호선,외선,신당,44
일요일,2호선,내선,신당,50
일요일,2호선,외선,신당,51
일요일,2호선,내선,신당,39
일요일,2호선,외선,신당,32
일요일,2호선,내선,신당,35
일요일,2호선,외선,신당,28
일요일,2호선,내선,신당,34
일요일,2호선,외선,신당,27
일요일,2호선,내선,신당,31
일요일,2호선,외선,신당,25
일요일,2호선,내선,신당,31
일요일,2호선,외선,신당,24
일요일,2호선,내선,신당,0
일요일,2호선,외선,신당,0
평일,2호선,내선,신대방,52
평일,2호선,외선,신대방,53
평일,2호선,내선,신대방,33
평일,2호선,외선,신대방,45
평일,2호선,내선,신대방,58
평일,2호선,외선,신대방,85
평일,2호선,내선,신대방,93
평일,2호선,외선,신대방,111
평일,2호선,내선,신대방,49
평일,2호선,외선,신대방,69
평일,2호선,내선,신대방,34
평일,2호선,외선,신대방,60
평일,2호선,내선,신대방,37
평일,2호선,외선,신대방,51
평일,2호선,내선,신대방,49
평일,2호선,외선,신대방,50
평일,2호선,내선,신대방,53
평일,2호선,외선,신대방,54
평일,2호선,내선,신대방,56
평일,2호선,외선,신대방,44
평일,2호선,내선,신대방,62
평일,2호선,외선,신대방,46
평일,2호선,내선,신대방,71
평일,2호선,외선,신대방,47
평일,2호선,내선,신대방,90
평일,2호선,외선,신대방,48
평일,2호선,내선,신대방,97
평일,2호선,외선,신대방,77
평일,2호선,내선,신대방,76
평일,2호선,외선,신대방,71
평일,2호선,내선,신대방,55
평일,2호선,외선,신대방,50
평일,2호선,내선,신대방,68
평일,2호선,외선,신대방,63
평일,2호선,내선,신대방,85
평일,2호선,외선,신대방,61
평일,2호선,내선,신대방,47
평일,2호선,외선,신대방,54
평일,2호선,내선,신대방,19
평일,2호선,외선,신대방,33
토요일,2호선,내선,신대방,41
토요일,2호선,외선,신대방,37
토요일,2호선,내선,신대방,23
토요일,2호선,외선,신대방,38
토요일,2호선,내선,신대방,20
토요일,2호선,외선,신대방,33
토요일,2호선,내선,신대방,35
토요일,2호선,외선,신대방,55
토요일,2호선,내선,신대방,33
토요일,2호선,외선,신대방,69
토요일,2호선,내선,신대방,42
토요일,2호선,외선,신대방,60
토요일,2호선,내선,신대방,52
토요일,2호선,외선,신대방,72
토요일,2호선,내선,신대방,63
토요일,2호선,외선,신대방,66
토요일,2호선,내선,신대방,75
토요일,2호선,외선,신대방,72
토요일,2호선,내선,신대방,71
토요일,2호선,외선,신대방,72
토요일,2호선,내선,신대방,69
토요일,2호선,외선,신대방,63
토요일,2호선,내선,신대방,75
토요일,2호선,외선,신대방,57
토요일,2호선,내선,신대방,75
토요일,2호선,외선,신대방,61
토요일,2호선,내선,신대방,74
토요일,2호선,외선,신대방,54
토요일,2호선,내선,신대방,52
토요일,2호선,외선,신대방,46
토요일,2호선,내선,신대방,49
토요일,2호선,외선,신대방,46
토요일,2호선,내선,신대방,66
토요일,2호선,외선,신대방,47
토요일,2호선,내선,신대방,70
토요일,2호선,외선,신대방,76
토요일,2호선,내선,신대방,59
토요일,2호선,외선,신대방,79
토요일,2호선,내선,신대방,0
토요일,2호선,외선,신대방,0
일요일,2호선,내선,신대방,27
일요일,2호선,외선,신대방,23
일요일,2호선,내선,신대방,21
일요일,2호선,외선,신대방,24
일요일,2호선,내선,신대방,15
일요일,2호선,외선,신대방,26
일요일,2호선,내선,신대방,25
일요일,2호선,외선,신대방,44
일요일,2호선,내선,신대방,32
일요일,2호선,외선,신대방,59
일요일,2호선,내선,신대방,41
일요일,2호선,외선,신대방,54
일요일,2호선,내선,신대방,40
일요일,2호선,외선,신대방,57
일요일,2호선,내선,신대방,51
일요일,2호선,외선,신대방,55
일요일,2호선,내선,신대방,57
일요일,2호선,외선,신대방,59
일요일,2호선,내선,신대방,61
일요일,2호선,외선,신대방,54
일요일,2호선,내선,신대방,59
일요일,2호선,외선,신대방,51
일요일,2호선,내선,신대방,65
일요일,2호선,외선,신대방,48
일요일,2호선,내선,신대방,63
일요일,2호선,외선,신대방,57
일요일,2호선,내선,신대방,65
일요일,2호선,외선,신대방,46
일요일,2호선,내선,신대방,49
일요일,2호선,외선,신대방,42
일요일,2호선,내선,신대방,43
일요일,2호선,외선,신대방,39
일요일,2호선,내선,신대방,46
일요일,2호선,외선,신대방,39
일요일,2호선,내선,신대방,48
일요일,2호선,외선,신대방,36
일요일,2호선,내선,신대방,32
일요일,2호선,외선,신대방,48
일요일,2호선,내선,신대방,0
일요일,2호선,외선,신대방,0
평일,2호선,내선,신도림,24
평일,2호선,외선,신도림,29
평일,2호선,내선,신도림,36
평일,2호선,외선,신도림,32
평일,2호선,내선,신도림,74
평일,2호선,외선,신도림,69
평일,2호선,내선,신도림,132
평일,2호선,외선,신도림,102
평일,2호선,내선,신도림,74
평일,2호선,외선,신도림,60
평일,2호선,내선,신도림,63
평일,2호선,외선,신도림,56
평일,2호선,내선,신도림,58
평일,2호선,외선,신도림,48
평일,2호선,내선,신도림,57
평일,2호선,외선,신도림,46
평일,2호선,내선,신도림,62
평일,2호선,외선,신도림,52
평일,2호선,내선,신도림,55
평일,2호선,외선,신도림,47
평일,2호선,내선,신도림,51
평일,2호선,외선,신도림,51
평일,2호선,내선,신도림,52
평일,2호선,외선,신도림,55
평일,2호선,내선,신도림,58
평일,2호선,외선,신도림,61
평일,2호선,내선,신도림,78
평일,2호선,외선,신도림,91
평일,2호선,내선,신도림,64
평일,2호선,외선,신도림,77
평일,2호선,내선,신도림,45
평일,2호선,외선,신도림,62
평일,2호선,내선,신도림,53
평일,2호선,외선,신도림,85
평일,2호선,내선,신도림,53
평일,2호선,외선,신도림,79
평일,2호선,내선,신도림,45
평일,2호선,외선,신도림,71
평일,2호선,내선,신도림,22
평일,2호선,외선,신도림,46
토요일,2호선,내선,신도림,18
토요일,2호선,외선,신도림,25
토요일,2호선,내선,신도림,26
토요일,2호선,외선,신도림,24
토요일,2호선,내선,신도림,27
토요일,2호선,외선,신도림,27
토요일,2호선,내선,신도림,46
토요일,2호선,외선,신도림,40
토요일,2호선,내선,신도림,53
토요일,2호선,외선,신도림,53
토요일,2호선,내선,신도림,59
토요일,2호선,외선,신도림,48
토요일,2호선,내선,신도림,63
토요일,2호선,외선,신도림,65
토요일,2호선,내선,신도림,76
토요일,2호선,외선,신도림,63
토요일,2호선,내선,신도림,78
토요일,2호선,외선,신도림,66
토요일,2호선,내선,신도림,75
토요일,2호선,외선,신도림,72
토요일,2호선,내선,신도림,66
토요일,2호선,외선,신도림,70
토요일,2호선,내선,신도림,71
토요일,2호선,외선,신도림,64
토요일,2호선,내선,신도림,70
토요일,2호선,외선,신도림,70
토요일,2호선,내선,신도림,62
토요일,2호선,외선,신도림,66
토요일,2호선,내선,신도림,50
토요일,2호선,외선,신도림,60
토요일,2호선,내선,신도림,48
토요일,2호선,외선,신도림,57
토요일,2호선,내선,신도림,47
토요일,2호선,외선,신도림,63
토요일,2호선,내선,신도림,60
토요일,2호선,외선,신도림,114
토요일,2호선,내선,신도림,55
토요일,2호선,외선,신도림,108
토요일,2호선,내선,신도림,0
토요일,2호선,외선,신도림,0
일요일,2호선,내선,신도림,11
일요일,2호선,외선,신도림,17
일요일,2호선,내선,신도림,16
일요일,2호선,외선,신도림,19
일요일,2호선,내선,신도림,21
일요일,2호선,외선,신도림,21
일요일,2호선,내선,신도림,39
일요일,2호선,외선,신도림,33
일요일,2호선,내선,신도림,44
일요일,2호선,외선,신도림,46
일요일,2호선,내선,신도림,50
일요일,2호선,외선,신도림,47
일요일,2호선,내선,신도림,51
일요일,2호선,외선,신도림,53
일요일,2호선,내선,신도림,63
일요일,2호선,외선,신도림,52
일요일,2호선,내선,신도림,66
일요일,2호선,외선,신도림,55
일요일,2호선,내선,신도림,66
일요일,2호선,외선,신도림,54
일요일,2호선,내선,신도림,63
일요일,2호선,외선,신도림,52
일요일,2호선,내선,신도림,56
일요일,2호선,외선,신도림,66
일요일,2호선,내선,신도림,63
일요일,2호선,외선,신도림,62
일요일,2호선,내선,신도림,57
일요일,2호선,외선,신도림,58
일요일,2호선,내선,신도림,44
일요일,2호선,외선,신도림,50
일요일,2호선,내선,신도림,36
일요일,2호선,외선,신도림,47
일요일,2호선,내선,신도림,36
일요일,2호선,외선,신도림,52
일요일,2호선,내선,신도림,41
일요일,2호선,외선,신도림,49
일요일,2호선,내선,신도림,34
일요일,2호선,외선,신도림,75
일요일,2호선,내선,신도림,0
일요일,2호선,외선,신도림,0
평일,2호선,내선,신림,40
평일,2호선,외선,신림,70
평일,2호선,내선,신림,30
평일,2호선,외선,신림,56
평일,2호선,내선,신림,53
평일,2호선,외선,신림,104
평일,2호선,내선,신림,83
평일,2호선,외선,신림,141
평일,2호선,내선,신림,44
평일,2호선,외선,신림,85
평일,2호선,내선,신림,32
평일,2호선,외선,신림,67
평일,2호선,내선,신림,35
평일,2호선,외선,신림,56
평일,2호선,내선,신림,46
평일,2호선,외선,신림,54
평일,2호선,내선,신림,54
평일,2호선,외선,신림,58
평일,2호선,내선,신림,54
평일,2호선,외선,신림,48
평일,2호선,내선,신림,65
평일,2호선,외선,신림,48
평일,2호선,내선,신림,71
평일,2호선,외선,신림,48
평일,2호선,내선,신림,91
평일,2호선,외선,신림,47
평일,2호선,내선,신림,100
평일,2호선,외선,신림,67
평일,2호선,내선,신림,77
평일,2호선,외선,신림,61
평일,2호선,내선,신림,58
평일,2호선,외선,신림,46
평일,2호선,내선,신림,73
평일,2호선,외선,신림,54
평일,2호선,내선,신림,93
평일,2호선,외선,신림,52
평일,2호선,내선,신림,51
평일,2호선,외선,신림,44
평일,2호선,내선,신림,22
평일,2호선,외선,신림,25
토요일,2호선,내선,신림,33
토요일,2호선,외선,신림,50
토요일,2호선,내선,신림,20
토요일,2호선,외선,신림,46
토요일,2호선,내선,신림,19
토요일,2호선,외선,신림,41
토요일,2호선,내선,신림,31
토요일,2호선,외선,신림,67
토요일,2호선,내선,신림,30
토요일,2호선,외선,신림,82
토요일,2호선,내선,신림,39
토요일,2호선,외선,신림,70
토요일,2호선,내선,신림,51
토요일,2호선,외선,신림,81
토요일,2호선,내선,신림,61
토요일,2호선,외선,신림,72
토요일,2호선,내선,신림,73
토요일,2호선,외선,신림,78
토요일,2호선,내선,신림,70
토요일,2호선,외선,신림,76
토요일,2호선,내선,신림,70
토요일,2호선,외선,신림,66
토요일,2호선,내선,신림,74
토요일,2호선,외선,신림,59
토요일,2호선,내선,신림,77
토요일,2호선,외선,신림,60
토요일,2호선,내선,신림,73
토요일,2호선,외선,신림,51
토요일,2호선,내선,신림,53
토요일,2호선,외선,신림,43
토요일,2호선,내선,신림,51
토요일,2호선,외선,신림,42
토요일,2호선,내선,신림,70
토요일,2호선,외선,신림,42
토요일,2호선,내선,신림,76
토요일,2호선,외선,신림,65
토요일,2호선,내선,신림,64
토요일,2호선,외선,신림,65
토요일,2호선,내선,신림,0
토요일,2호선,외선,신림,0
일요일,2호선,내선,신림,28
일요일,2호선,외선,신림,31
일요일,2호선,내선,신림,17
일요일,2호선,외선,신림,28
일요일,2호선,내선,신림,14
일요일,2호선,외선,신림,32
일요일,2호선,내선,신림,23
일요일,2호선,외선,신림,52
일요일,2호선,내선,신림,29
일요일,2호선,외선,신림,68
일요일,2호선,내선,신림,38
일요일,2호선,외선,신림,62
일요일,2호선,내선,신림,37
일요일,2호선,외선,신림,62
일요일,2호선,내선,신림,47
일요일,2호선,외선,신림,63
일요일,2호선,내선,신림,55
일요일,2호선,외선,신림,65
일요일,2호선,내선,신림,58
일요일,2호선,외선,신림,58
일요일,2호선,내선,신림,58
일요일,2호선,외선,신림,54
일요일,2호선,내선,신림,65
일요일,2호선,외선,신림,50
일요일,2호선,내선,신림,63
일요일,2호선,외선,신림,57
일요일,2호선,내선,신림,65
일요일,2호선,외선,신림,44
일요일,2호선,내선,신림,50
일요일,2호선,외선,신림,41
일요일,2호선,내선,신림,45
일요일,2호선,외선,신림,36
일요일,2호선,내선,신림,49
일요일,2호선,외선,신림,35
일요일,2호선,내선,신림,53
일요일,2호선,외선,신림,32
일요일,2호선,내선,신림,35
일요일,2호선,외선,신림,38
일요일,2호선,내선,신림,0
일요일,2호선,외선,신림,0
평일,2호선,내선,신천,24
평일,2호선,외선,신천,18
평일,2호선,내선,신천,26
평일,2호선,외선,신천,27
평일,2호선,내선,신천,64
평일,2호선,외선,신천,31
평일,2호선,내선,신천,120
평일,2호선,외선,신천,37
평일,2호선,내선,신천,70
평일,2호선,외선,신천,27
평일,2호선,내선,신천,43
평일,2호선,외선,신천,22
평일,2호선,내선,신천,42
평일,2호선,외선,신천,31
평일,2호선,내선,신천,41
평일,2호선,외선,신천,35
평일,2호선,내선,신천,46
평일,2호선,외선,신천,38
평일,2호선,내선,신천,40
평일,2호선,외선,신천,39
평일,2호선,내선,신천,45
평일,2호선,외선,신천,44
평일,2호선,내선,신천,42
평일,2호선,외선,신천,48
평일,2호선,내선,신천,45
평일,2호선,외선,신천,53
평일,2호선,내선,신천,50
평일,2호선,외선,신천,83
평일,2호선,내선,신천,34
평일,2호선,외선,신천,71
평일,2호선,내선,신천,28
평일,2호선,외선,신천,55
평일,2호선,내선,신천,35
평일,2호선,외선,신천,66
평일,2호선,내선,신천,34
평일,2호선,외선,신천,75
평일,2호선,내선,신천,17
평일,2호선,외선,신천,51
평일,2호선,내선,신천,11
평일,2호선,외선,신천,21
토요일,2호선,내선,신천,26
토요일,2호선,외선,신천,16
토요일,2호선,내선,신천,16
토요일,2호선,외선,신천,26
토요일,2호선,내선,신천,20
토요일,2호선,외선,신천,17
토요일,2호선,내선,신천,32
토요일,2호선,외선,신천,27
토요일,2호선,내선,신천,47
토요일,2호선,외선,신천,25
토요일,2호선,내선,신천,49
토요일,2호선,외선,신천,30
토요일,2호선,내선,신천,59
토요일,2호선,외선,신천,37
토요일,2호선,내선,신천,61
토요일,2호선,외선,신천,44
토요일,2호선,내선,신천,60
토요일,2호선,외선,신천,56
토요일,2호선,내선,신천,56
토요일,2호선,외선,신천,54
토요일,2호선,내선,신천,50
토요일,2호선,외선,신천,62
토요일,2호선,내선,신천,49
토요일,2호선,외선,신천,62
토요일,2호선,내선,신천,52
토요일,2호선,외선,신천,54
토요일,2호선,내선,신천,47
토요일,2호선,외선,신천,49
토요일,2호선,내선,신천,32
토요일,2호선,외선,신천,45
토요일,2호선,내선,신천,35
토요일,2호선,외선,신천,36
토요일,2호선,내선,신천,39
토요일,2호선,외선,신천,45
토요일,2호선,내선,신천,38
토요일,2호선,외선,신천,47
토요일,2호선,내선,신천,42
토요일,2호선,외선,신천,48
토요일,2호선,내선,신천,0
토요일,2호선,외선,신천,0
일요일,2호선,내선,신천,14
일요일,2호선,외선,신천,13
일요일,2호선,내선,신천,11
일요일,2호선,외선,신천,14
일요일,2호선,내선,신천,13
일요일,2호선,외선,신천,13
일요일,2호선,내선,신천,23
일요일,2호선,외선,신천,24
일요일,2호선,내선,신천,39
일요일,2호선,외선,신천,26
일요일,2호선,내선,신천,37
일요일,2호선,외선,신천,24
일요일,2호선,내선,신천,44
일요일,2호선,외선,신천,34
일요일,2호선,내선,신천,46
일요일,2호선,외선,신천,37
일요일,2호선,내선,신천,47
일요일,2호선,외선,신천,40
일요일,2호선,내선,신천,43
일요일,2호선,외선,신천,44
일요일,2호선,내선,신천,41
일요일,2호선,외선,신천,46
일요일,2호선,내선,신천,37
일요일,2호선,외선,신천,48
일요일,2호선,내선,신천,43
일요일,2호선,외선,신천,44
일요일,2호선,내선,신천,43
일요일,2호선,외선,신천,42
일요일,2호선,내선,신천,34
일요일,2호선,외선,신천,36
일요일,2호선,내선,신천,32
일요일,2호선,외선,신천,31
일요일,2호선,내선,신천,30
일요일,2호선,외선,신천,32
일요일,2호선,내선,신천,31
일요일,2호선,외선,신천,30
일요일,2호선,내선,신천,24
일요일,2호선,외선,신천,24
일요일,2호선,내선,신천,0
일요일,2호선,외선,신천,0
평일,2호선,내선,신촌,22
평일,2호선,외선,신촌,18
평일,2호선,내선,신촌,29
평일,2호선,외선,신촌,15
평일,2호선,내선,신촌,66
평일,2호선,외선,신촌,25
평일,2호선,내선,신촌,115
평일,2호선,외선,신촌,35
평일,2호선,내선,신촌,58
평일,2호선,외선,신촌,19
평일,2호선,내선,신촌,46
평일,2호선,외선,신촌,19
평일,2호선,내선,신촌,48
평일,2호선,외선,신촌,31
평일,2호선,내선,신촌,46
평일,2호선,외선,신촌,34
평일,2호선,내선,신촌,49
평일,2호선,외선,신촌,40
평일,2호선,내선,신촌,43
평일,2호선,외선,신촌,43
평일,2호선,내선,신촌,39
평일,2호선,외선,신촌,47
평일,2호선,내선,신촌,40
평일,2호선,외선,신촌,51
평일,2호선,내선,신촌,41
평일,2호선,외선,신촌,61
평일,2호선,내선,신촌,46
평일,2호선,외선,신촌,101
평일,2호선,내선,신촌,32
평일,2호선,외선,신촌,71
평일,2호선,내선,신촌,24
평일,2호선,외선,신촌,71
평일,2호선,내선,신촌,36
평일,2호선,외선,신촌,69
평일,2호선,내선,신촌,41
평일,2호선,외선,신촌,79
평일,2호선,내선,신촌,38
평일,2호선,외선,신촌,51
평일,2호선,내선,신촌,10
평일,2호선,외선,신촌,20
토요일,2호선,내선,신촌,28
토요일,2호선,외선,신촌,21
토요일,2호선,내선,신촌,21
토요일,2호선,외선,신촌,12
토요일,2호선,내선,신촌,23
토요일,2호선,외선,신촌,12
토요일,2호선,내선,신촌,35
토요일,2호선,외선,신촌,13
토요일,2호선,내선,신촌,37
토요일,2호선,외선,신촌,18
토요일,2호선,내선,신촌,49
토요일,2호선,외선,신촌,28
토요일,2호선,내선,신촌,50
토요일,2호선,외선,신촌,34
토요일,2호선,내선,신촌,61
토요일,2호선,외선,신촌,52
토요일,2호선,내선,신촌,67
토요일,2호선,외선,신촌,52
토요일,2호선,내선,신촌,59
토요일,2호선,외선,신촌,63
토요일,2호선,내선,신촌,52
토요일,2호선,외선,신촌,70
토요일,2호선,내선,신촌,56
토요일,2호선,외선,신촌,68
토요일,2호선,내선,신촌,52
토요일,2호선,외선,신촌,78
토요일,2호선,내선,신촌,41
토요일,2호선,외선,신촌,74
토요일,2호선,내선,신촌,35
토요일,2호선,외선,신촌,62
토요일,2호선,내선,신촌,36
토요일,2호선,외선,신촌,69
토요일,2호선,내선,신촌,41
토요일,2호선,외선,신촌,68
토요일,2호선,내선,신촌,62
토요일,2호선,외선,신촌,70
토요일,2호선,내선,신촌,60
토요일,2호선,외선,신촌,77
토요일,2호선,내선,신촌,0
토요일,2호선,외선,신촌,0
일요일,2호선,내선,신촌,25
일요일,2호선,외선,신촌,18
일요일,2호선,내선,신촌,14
일요일,2호선,외선,신촌,10
일요일,2호선,내선,신촌,18
일요일,2호선,외선,신촌,7
일요일,2호선,내선,신촌,31
일요일,2호선,외선,신촌,11
일요일,2호선,내선,신촌,32
일요일,2호선,외선,신촌,18
일요일,2호선,내선,신촌,39
